text_type,text,label,proc_text
ham,Hey company elama po mudyadhu.,1,hey company elama po mudyadhu
ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",1,life strict teacher bcoz teacher teach lesson amp conduct exam life first conduct exam amp teach lesson happy morning
ham,Dear good morning now only i am up,1,dear good morning
ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,1,get gandhipuram walk cross cut road right side ltgt street road turn first right
ham,Dear we are going to our rubber place,1,dear going rubber place
ham,"Sorry battery died, yeah I'm here",1,sorry battery died yeah im
ham,Yes:)here tv is always available in work place..,1,yeshere tv always available work place
spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,0,text meet someone sexy today u find date even flirt u join 4 10p reply name age eg sam 25 18 msg recdthirtyeight penny
ham,I have printed it oh. So  &lt;#&gt;  come upstairs,1,printed oh ltgt come upstairs
ham,Or ill be a little closer like at the bus stop on the same street,1,ill little closer like bus stop street
ham,Where are you?when wil you reach here?,1,youwhen wil reach
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",1,new theory argument win situation loses person dont argue ur friend kick amp say im always correct
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,0,u 447801259231 secret admirer looking 2 make contact ufind rreveal think ur specialcall 09058094597
ham,Tomarrow final hearing on my laptop case so i cant.,1,tomarrow final hearing laptop case cant
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,1,pleassssssseeeeee tel v avent done sportsx
ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",1,okay shining wa meant signing sound better
ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",1,although told u dat im baig face watch really like e watch u gave co fr u thanx 4 everything dat uve done today im touched
ham,U don't remember that old commercial?,1,u dont remember old commercial
ham,Too late. I said i have the website. I didn't i have or dont have the slippers,1,late said website didnt dont slipper
ham,I asked you to call him now ok,1,asked call ok
ham,Kallis wont bat in 2nd innings.,1,kallis wont bat 2nd inning
ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,1,didnt work oh ok goodnight ill fix ready time wake dearly missed good night sleep
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,0,congratulation ur awarded 500 cd voucher 125gift guaranteed free entry 2 100 wkly draw txt music 87066 tncs wwwldewcom1win150ppmx3age16
ham,Ranjith cal drpd Deeraj and deepak 5min hold,1,ranjith cal drpd deeraj deepak 5min hold
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",1,wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da
ham,What you doing?how are you?,1,doinghow
ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",1,ups 3days also shipping company take 2wks way usps take week get lag may bribe nipost get stuff
ham,"I'm back, lemme know when you're ready",1,im back lem know youre ready
ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out,1,dont necessarily expect done get back though im headin
ham,Mmm so yummy babe ... Nice jolt to the suzy,1,mmm yummy babe nice jolt suzy
ham,Where are you lover ? I need you ...,1,lover need
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,0,tried contact reply offer video handset 750 anytime network min unlimited text camcorder reply call 08000930705
ham,I???m parked next to a MINI!!!! When are you coming in today do you think?,1,im parked next mini coming today think
ham,Yup,1,yup
ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,1,anyway im going shopping co si done yet dun disturb u liao
ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,1,luton 0125698789 ring ur around h
spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,0,hey really horny want chat see naked text hot 69698 text charged 150pm unsubscribe text stop 69698
ham,Why you Dint come with us.,1,dint come u
ham,Same. Wana plan a trip sometme then,1,wana plan trip sometme
ham,"Not sure yet, still trying to get a hold of him",1,sure yet still trying get hold
spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,0,ur ringtone service ha changed 25 free credit go club4mobilescom choose content stop txt club stop 87070 150pwk club4 po box1146 mk45 2wt
ham,The evo. I just had to download flash. Jealous?,1,evo download flash jealous
spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,0,ringtone club get uk single chart mobile week choose top quality ringtone message free charge
ham,"Come to mu, we're sorting out our narcotics situation",1,come mu sorting narcotic situation
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",1,night ha ended another day morning ha come special way may smile like sunny ray leaf worry blue blue bay
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,0,hmv bonus special 500 pound genuine hmv voucher answer 4 easy question play send hmv 86688 infowww100percentrealcom
ham,"Usf I guess, might as well take 1 car",1,usf guess might well take 1 car
ham,No objection. My bf not coming.,1,objection bf coming
ham,Thanx...,1,thanx
ham,Tell rob to mack his gf in the theater,1,tell rob mack gf theater
ham,"Awesome, I'll see you in a bit",1,awesome ill see bit
ham,Just sent it. So what type of food do you like?,1,sent type food like
ham,All done? All handed in? Celebrations in full swing yet?,1,done handed celebration full swing yet
ham,You got called a tool?,1,got called tool
ham,\Wen u miss someone,1,wen u miss someone
ham,Ok. I asked for money how far,1,ok asked money far
ham,Okie...,1,okie
ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",1,yeah think usual guy still passed last night get ahold anybody let know ill throw
ham,"K, I might come by tonight then if my class lets out early",1,k might come tonight class let early
ham,Ok..,1,ok
ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,1,hi baby im cruisin girl friend r u 2 give call hour home thats alright fone fone love jenny xxx
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",1,life mean lot love life love people life world call friend call world ge
ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",1,dearshall mail tonitebusy streetshall update tonitethings looking okvarunnathu edukkukayee raksha ollubut good one real sense
ham,Hey you told your name to gautham ah?,1,hey told name gautham ah
ham,Haf u found him? I feel so stupid da v cam was working.,1,haf u found feel stupid da v cam wa working
ham,Oops. 4 got that bit.,1,oops 4 got bit
ham,Are you this much buzy,1,much buzy
ham,I accidentally deleted the message. Resend please.,1,accidentally deleted message resend please
spam,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,0,tmobile customer may claim free camera phone upgrade pay go sim card loyalty call 0845 021 3680offer end 28thfebtcs apply
ham,Unless it's a situation where YOU GO GURL would be more appropriate,1,unless situation go gurl would appropriate
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,1,hurt tease make cry end life die plz keep one rose grave say stupid miss u nice day bslvyl
ham,I cant pick the phone right now. Pls send a message,1,cant pick phone right pls send message
ham,Need a coffee run tomo?Can't believe it's that time of week already,1,need coffee run tomocant believe time week already
ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",1,awesome remember last time got somebody high first time diesel v
ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",1,shit really shocking scary cant imagine second def night u think somewhere could crash night save taxi
ham,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,1,oh way food fridge want go meal tonight
ham,He is a womdarfull actor,1,womdarfull actor
spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",0,sm ac blind date 4u rodds1 21m aberdeen united kingdom check httpimg sm acwicmb3cktz8r74 blind date send hide
ham,Yup... From what i remb... I think should be can book... ,1,yup remb think book
ham,Jos ask if u wana meet up?,1,jos ask u wana meet
